id,label
CHAMP1id,CHAMP1
CEBPAid,CEBPA
ZBTB41id,ZBTB41
ZNF507id,ZNF507
ZNF283id,ZNF283
SREBF1id,SREBF1
SKOR2id,SKOR2
ZNF165id,ZNF165
LBX2id,LBX2
ZBTB45id,ZBTB45
EGR1id,EGR1
SALL2id,SALL2
HIVEP2id,HIVEP2
NANOGP8id,NANOGP8
TLX1id,TLX1
RAXid,RAX
HOXB7id,HOXB7
DNMT1id,DNMT1
NR2F6id,NR2F6
ZNF578id,ZNF578
CSRNP2id,CSRNP2
ZNF836id,ZNF836
MSANTD1id,MSANTD1
NR1D1id,NR1D1
THAP2id,THAP2
MEF2Bid,MEF2B
HSF2id,HSF2
ELF5id,ELF5
PROX2id,PROX2
MXD1id,MXD1
DMRT1id,DMRT1
SP8id,SP8
SP7id,SP7
HIVEP3id,HIVEP3
SATB2id,SATB2
ZNF841id,ZNF841
ZC3H8id,ZC3H8
KDM2Aid,KDM2A
ZNF449id,ZNF449
ZNF891id,ZNF891
ZNF227id,ZNF227
ZNF101id,ZNF101
ZNF197id,ZNF197
ZNF74id,ZNF74
ZNF681id,ZNF681
HOXA10id,HOXA10
DEAF1id,DEAF1
NR2F1id,NR2F1
TIGD1id,TIGD1
ZNF700id,ZNF700
IRF6id,IRF6
POU4F2id,POU4F2
OLIG3id,OLIG3
HINFPid,HINFP
RARAid,RARA
ERGid,ERG
MAFKid,MAFK
HOXA3id,HOXA3
ZNF474id,ZNF474
MEOX1id,MEOX1
PA2G4id,PA2G4
ZNF14id,ZNF14
HIC1id,HIC1
ZNF501id,ZNF501
MYCNid,MYCN
ZNF761id,ZNF761
HAND1id,HAND1
ZNF212id,ZNF212
FOXO4id,FOXO4
ZNF714id,ZNF714
RELid,REL
NAIF1id,NAIF1
ZNF732id,ZNF732
ZBTB3id,ZBTB3
TBX15id,TBX15
ZNF319id,ZNF319
ZNF12id,ZNF12
ZFP41id,ZFP41
ZBTB14id,ZBTB14
PRDM16id,PRDM16
HOXC11id,HOXC11
MEF2Aid,MEF2A
TRERF1id,TRERF1
ZNF552id,ZNF552
SP3id,SP3
ZNF675id,ZNF675
ZBTB34id,ZBTB34
HSFX1id,HSFX1
MXI1id,MXI1
ZNF33Bid,ZNF33B
NME2id,NME2
HMGN3id,HMGN3
THAP5id,THAP5
POU2F3id,POU2F3
ZNF619id,ZNF619
EMX1id,EMX1
ZBTB44id,ZBTB44
ZNF446id,ZNF446
ZNF384id,ZNF384
DMRT2id,DMRT2
ZBTB47id,ZBTB47
ZNF655id,ZNF655
ZNF687id,ZNF687
AKAP8Lid,AKAP8L
TIGD7id,TIGD7
LHX6id,LHX6
ZNF385Cid,ZNF385C
ZSCAN22id,ZSCAN22
ZNF300id,ZNF300
ZNF576id,ZNF576
BNC1id,BNC1
ZNF382id,ZNF382
MSGN1id,MSGN1
CEBPEid,CEBPE
SMYD3id,SMYD3
BAZ2Bid,BAZ2B
MYRFid,MYRF
ZNF280Aid,ZNF280A
VAX1id,VAX1
ZNF419id,ZNF419
TCF4id,TCF4
ZNF808id,ZNF808
ZBTB7Cid,ZBTB7C
CENPXid,CENPX
RAX2id,RAX2
ZNF76id,ZNF76
ZNF706id,ZNF706
POU3F4id,POU3F4
DACH1id,DACH1
ZNF518Bid,ZNF518B
NR1I2id,NR1I2
ZNF585Aid,ZNF585A
LIN28Aid,LIN28A
ARID5Bid,ARID5B
NFATC2id,NFATC2
BHLHE40id,BHLHE40
HMX1id,HMX1
ZNF416id,ZNF416
ZNF823id,ZNF823
KLF5id,KLF5
USF2id,USF2
NCOA1id,NCOA1
POU1F1id,POU1F1
RXRAid,RXRA
TBX19id,TBX19
FOXL1id,FOXL1
ETV3Lid,ETV3L
TIGD5id,TIGD5
HEY2id,HEY2
TSHZ2id,TSHZ2
BHLHE23id,BHLHE23
KDM5Bid,KDM5B
NEUROG1id,NEUROG1
ZKSCAN4id,ZKSCAN4
NHLH1id,NHLH1
MXD3id,MXD3
MYT1Lid,MYT1L
ZNF146id,ZNF146
FBXL19id,FBXL19
FLI1id,FLI1
FOXP3id,FOXP3
DLX5id,DLX5
ZNF207id,ZNF207
SP140id,SP140
ZKSCAN7id,ZKSCAN7
ZNF594id,ZNF594
NEUROD4id,NEUROD4
EN2id,EN2
MBD3id,MBD3
MYBL2id,MYBL2
ZNF728id,ZNF728
JRKid,JRK
ZNF598id,ZNF598
ZNF441id,ZNF441
ZNF473id,ZNF473
DPF3id,DPF3
THYN1id,THYN1
NEUROG2id,NEUROG2
NPAS1id,NPAS1
ZNF878id,ZNF878
OTX2id,OTX2
ZSCAN18id,ZSCAN18
ZSCAN23id,ZSCAN23
ZNF787id,ZNF787
SNAPC4id,SNAPC4
ZNF672id,ZNF672
ZNF765id,ZNF765
E2F8id,E2F8
ZNF512id,ZNF512
TSHZ3id,TSHZ3
PPARGid,PPARG
SMAD5id,SMAD5
TFEBid,TFEB
THRAid,THRA
POU3F2id,POU3F2
ZNF789id,ZNF789
HMGA1id,HMGA1
SETBP1id,SETBP1
FOXS1id,FOXS1
KLF13id,KLF13
ZBTB8Aid,ZBTB8A
ISL1id,ISL1
RBPJid,RBPJ
STAT1id,STAT1
MESP2id,MESP2
ZNF784id,ZNF784
PRDM5id,PRDM5
WT1id,WT1
ZNF266id,ZNF266
FOXM1id,FOXM1
SNAI1id,SNAI1
ZNF317id,ZNF317
VEZF1id,VEZF1
BCL6id,BCL6
DZIP1id,DZIP1
ZSCAN1id,ZSCAN1
ZNF879id,ZNF879
JDP2id,JDP2
TCF7id,TCF7
ZIC2id,ZIC2
ATF3id,ATF3
ZBTB42id,ZBTB42
ZNF532id,ZNF532
NR2C2id,NR2C2
YBX2id,YBX2
ZBTB10id,ZBTB10
ZNF257id,ZNF257
ZNF250id,ZNF250
ELF1id,ELF1
LMX1Bid,LMX1B
NFIAid,NFIA
E4F1id,E4F1
HMG20Bid,HMG20B
ZNF729id,ZNF729
ONECUT2id,ONECUT2
RFX3id,RFX3
ZBTB11id,ZBTB11
ZNF524id,ZNF524
HOXC12id,HOXC12
ARNTLid,ARNTL
NR2C1id,NR2C1
PAX5id,PAX5
ZNF407id,ZNF407
ZNF280Cid,ZNF280C
HOXD1id,HOXD1
TCF12id,TCF12
MYF6id,MYF6
MYCid,MYC
ZNF117id,ZNF117
WIZid,WIZ
PAX9id,PAX9
FOXF2id,FOXF2
CREB3L3id,CREB3L3
TBX1id,TBX1
FIZ1id,FIZ1
HSF4id,HSF4
NFE2L2id,NFE2L2
MIXL1id,MIXL1
MNX1id,MNX1
NFXL1id,NFXL1
ZNF644id,ZNF644
HOXA13id,HOXA13
POU5F1Bid,POU5F1B
KLF2id,KLF2
TMF1id,TMF1
ZNF668id,ZNF668
ZNF7id,ZNF7
ZNF554id,ZNF554
NR4A3id,NR4A3
ZHX3id,ZHX3
ZGPATid,ZGPAT
ZNF148id,ZNF148
ZIM3id,ZIM3
ZNF280Bid,ZNF280B
GRHL2id,GRHL2
EHFid,EHF
ZNF112id,ZNF112
ZNF613id,ZNF613
ARNT2id,ARNT2
NFIL3id,NFIL3
INSM1id,INSM1
ZNF8id,ZNF8
BARX1id,BARX1
FAM200Bid,FAM200B
FOSL2id,FOSL2
ZNF551id,ZNF551
PRDM14id,PRDM14
ZFP69id,ZFP69
ZNF157id,ZNF157
DACH2id,DACH2
GABPAid,GABPA
ZNF880id,ZNF880
ZNF626id,ZNF626
DBX1id,DBX1
ESX1id,ESX1
KLF7id,KLF7
FOXE3id,FOXE3
ZNF516id,ZNF516
ZNF30id,ZNF30
ZNF830id,ZNF830
CAMTA1id,CAMTA1
HLXid,HLX
ZNF652id,ZNF652
ZNF783id,ZNF783
HOXD13id,HOXD13
ZNF2id,ZNF2
TFAP2Cid,TFAP2C
SIX1id,SIX1
KDM2Bid,KDM2B
POU3F3id,POU3F3
ELF2id,ELF2
AHDC1id,AHDC1
TFE3id,TFE3
ZSCAN21id,ZSCAN21
BNC2id,BNC2
ARid,AR
NEUROG3id,NEUROG3
TBX5id,TBX5
NCOA3id,NCOA3
ZNF394id,ZNF394
NEUROD6id,NEUROD6
MBNL2id,MBNL2
NR4A1id,NR4A1
SOX2id,SOX2
PREBid,PREB
ZNF569id,ZNF569
FOXP4id,FOXP4
SIX4id,SIX4
ZNF621id,ZNF621
KLF17id,KLF17
ZNF136id,ZNF136
AEBP2id,AEBP2
CREB3L2id,CREB3L2
TFCP2L1id,TFCP2L1
TP73id,TP73
ZNF568id,ZNF568
E2F6id,E2F6
POU6F2id,POU6F2
ZIC5id,ZIC5
EPAS1id,EPAS1
OVOL1id,OVOL1
GSC2id,GSC2
SNAI3id,SNAI3
ZNF844id,ZNF844
VDRid,VDR
ZNF229id,ZNF229
HOXA4id,HOXA4
ZNF287id,ZNF287
TEAD1id,TEAD1
ZNF483id,ZNF483
ZNF736id,ZNF736
CDX2id,CDX2
FLYWCH1id,FLYWCH1
E2F2id,E2F2
GFI1Bid,GFI1B
FOXA2id,FOXA2
ZNF451id,ZNF451
IKZF5id,IKZF5
ZNF395id,ZNF395
CREB3L1id,CREB3L1
ZNF454id,ZNF454
IRX4id,IRX4
ZFP1id,ZFP1
TEAD2id,TEAD2
CUX2id,CUX2
DRGXid,DRGX
SP9id,SP9
ZNF347id,ZNF347
ZNF217id,ZNF217
KLF4id,KLF4
ZNF490id,ZNF490
TEAD4id,TEAD4
ZNF114id,ZNF114
ALX3id,ALX3
LEF1id,LEF1
ZNF333id,ZNF333
FOSBid,FOSB
ZNF200id,ZNF200
ARID3Cid,ARID3C
ZNF648id,ZNF648
NR6A1id,NR6A1
ZNF763id,ZNF763
ZIK1id,ZIK1
EBF3id,EBF3
ZNF778id,ZNF778
SOX9id,SOX9
OTX1id,OTX1
ZNF618id,ZNF618
