source,target,direction
PA2G4,NR1I3,-
PA2G4,CHCHD3,-
PA2G4,ZNF300,-
PA2G4,MXD3,-
PA2G4,THAP11,-
PA2G4,SPIB,-
PA2G4,GBX1,-
PA2G4,MIXL1,-
PA2G4,FOXA3,-
PA2G4,DMBX1,-
PA2G4,ZNF257,-
PA2G4,ZIC2,-
PA2G4,ZNF530,+
PA2G4,ZNF131,+
PA2G4,RFX5,-
PA2G4,ZNF576,+
PA2G4,FOXE3,-
PA2G4,ATF1,-
PA2G4,GBX2,-
PA2G4,ZNF398,-
PA2G4,FOXD4L3,-
PA2G4,MESP2,-
PA2G4,TBP,-
PA2G4,TCF7,-
PA2G4,PLAGL2,+
PA2G4,ZNF724,+
PA2G4,GTF2I,-
PA2G4,ZNF718,-
PA2G4,ZNF586,-
PA2G4,OLIG2,+
PA2G4,ZNF22,-
PA2G4,OVOL2,-
PA2G4,NFXL1,-
PA2G4,FOXH1,-
PA2G4,YY1,-
PA2G4,FOXD4,-
PA2G4,ZNF726,-
PA2G4,ZNF556,-
PA2G4,FOXI3,+
PA2G4,ZNF143,-
PA2G4,GRHL1,-
PA2G4,PRDM4,-
PA2G4,ZNF614,-
PA2G4,INSM2,-
PA2G4,NKRF,+
PA2G4,EOMES,+
PA2G4,THAP10,+
PA2G4,SOX2,-
PA2G4,E2F6,-
PA2G4,GRHL2,-
PA2G4,ZNF317,-
PA2G4,MYC,-
PA2G4,MYRFL,-
PA2G4,FOXR2,-
PA2G4,LHX3,-
PA2G4,ZBTB3,-
PA2G4,ZNF551,+
PA2G4,CEBPZ,-
PA2G4,TEAD4,-
PA2G4,TGIF2,-
PA2G4,ZNF639,+
PA2G4,JRK,-
PA2G4,NR4A1,-
PA2G4,ZNF473,-
PA2G4,ZNF215,+
PA2G4,CTCF,-
PA2G4,SMYD3,-
PA2G4,ZNF157,-
PA2G4,MSGN1,+
PA2G4,MYBL2,-
PA2G4,ATOH7,-
PA2G4,E2F4,-
PA2G4,NME2,-
PA2G4,TBPL1,-
PA2G4,XPA,-
PA2G4,POU3F2,-
PA2G4,TTF1,-
PA2G4,KCMF1,-
PA2G4,ELF3,-
PA2G4,MYCN,-
PA2G4,FOXI2,-
PA2G4,NANOG,-
PA2G4,POU4F3,-
PA2G4,ETV4,-
PA2G4,BCL6B,-
PA2G4,ZBTB9,-
PA2G4,ZNF98,+
PA2G4,ARID3B,-
PA2G4,PRDM12,-
PA2G4,ZNF485,-
PA2G4,ZNF232,-
PA2G4,CENPS,-
PA2G4,CREB3L3,+
PA2G4,GATA2,-
PA2G4,ZFP1,+
PA2G4,MTERF4,-
PA2G4,AHCTF1,+
PA2G4,TCF3,-
PA2G4,IRX3,-
PA2G4,SP1,-
PA2G4,MTERF1,+
PA2G4,NFKB1,-
PA2G4,E2F5,-
PA2G4,ADNP2,-
PA2G4,ELF5,-
PA2G4,NFYA,-
PA2G4,SCML4,-
PA2G4,SOX3,-
PA2G4,ZNF239,-
PA2G4,ZIC3,-
PA2G4,HMGN3,+
PA2G4,TERF2,-
PA2G4,GTF2B,+
PA2G4,ZNF678,+
PA2G4,ESX1,+
PA2G4,ZBTB12,-
PA2G4,ZNF672,-
PA2G4,ZIC5,-
PA2G4,IKZF4,+
PA2G4,DMRT1,-
PA2G4,YBX1,-
PA2G4,ZNF618,-
PA2G4,GTF3A,-
PA2G4,NFYB,-
PA2G4,ZNF101,+
PA2G4,ZNF30,-
PA2G4,ZNF740,-
PA2G4,GFI1B,-
PA2G4,ZNF280B,-
PA2G4,NR2E3,-
PA2G4,ZNF121,-
PA2G4,ZNF200,+
PA2G4,XBP1,-
PA2G4,ZFP69,-
PA2G4,ZNF280C,-
PA2G4,BCL11A,-
PA2G4,POU2AF1,-
PA2G4,THAP1,+
PA2G4,ZFP69B,-
PA2G4,HLF,-
PA2G4,BATF3,+
PA2G4,SOHLH1,-
PA2G4,MYCL,-
PA2G4,CREB3L4,-
PA2G4,SOX13,-
PA2G4,ZNF100,+
PA2G4,SNAPC5,-
PA2G4,ZNF443,+
PA2G4,RFX6,-
PA2G4,TFAP2D,+
PA2G4,ZNF180,+
PA2G4,SALL4,-
PA2G4,ZKSCAN2,+
PA2G4,ARID3A,+
PA2G4,ZSCAN21,-
PA2G4,UBP1,-
PA2G4,TCF23,-
PA2G4,ZNF730,+
PA2G4,PIN1,-
PA2G4,ZNF789,+
PA2G4,ZNF788P,-
PA2G4,HSF5,+
PA2G4,ZBED4,-
PA2G4,ZNF165,+
PA2G4,MLX,-
PA2G4,ZNF480,-
PA2G4,ZNF195,-
PA2G4,SCMH1,-
PA2G4,STAT5B,-
PA2G4,ZNF93,-
PA2G4,ZNF124,-
PA2G4,ZNF3,-
PA2G4,KDM2B,-
PA2G4,E2F3,-
PA2G4,NFATC3,+
PA2G4,CENPX,-
PA2G4,PA2G4,-
PA2G4,YBX2,-
PA2G4,THAP12,-
PA2G4,ARNTL2,-
PA2G4,CREM,-
ARNTL2,MSANTD3,-
ARNTL2,CENPA,-
